ord;word;1;2
4;alttaritaulut;0;0
5;Kauniaisten;B-LOC;0
6;(;0;0
7;1917;B-DATE;0
8;);0;0
9;ja;0;0
10;Säynätsalon;B-LOC;0
11;(;0;0
12;1927;B-DATE;0
13;);0;0
14;kirkkoihin;0;0
15;.;0;0
1;Uransa;0;0
2;aikana;0;0
3;Kultala;B-PER;0
4;ehti;0;0
5;kuvata;0;0
6;suomalaisen;0;0
7;elämänmuodon;0;0
8;Armi;B-PER;0
9;Kuuselasta;I-PER;0
10;Gustaf;B-PER;0
11;Mannerheimiin;I-PER;0
12;.;0;0
1;Taiteilija;0;0
2;ehti;0;0
3;kuitenkin;0;0
4;nähdä;0;0
5;kuvitustöittensä;0;0
6;renessanssin;0;0
7;1980-luvulla;B-DATE;0
8;,;0;0
9;kun;0;0
10;hänen;0;0
11;satukuvituksiaan;0;0
12;oli;0;0
13;esillä;0;0
14;näyttelyssä;0;0
15;Tampereella;B-LOC;0
16;,;0;0
17;missä;0;0
18;ne;0;0
19;saivat;0;0
20;paljon;0;0
21;kiittävää;0;0
22;huomiota;0;0
23;osakseen;0;0
24;.;0;0
1;Näistä;0;0
2;merkittävimpänä;0;0
3;voidaan;0;0
4;pitää;0;0
5;Linda;B-PER;0
6;Pylkkäsen;I-PER;0
7;aapista;0;0
8;Kodin;B-WORK;0
9;ja;0;0
10;koulun;0;0
11;ensimmäinen;0;0
12;kirja;I-WORK;0
13;(;0;0
14;1931;B-DATE;0
15;);0;0
16;.;0;0
1;Hän;0;0
2;sai;0;0
3;1897;B-DATE;0
4;hopeamitalin;0;0
5;teoksistaan;0;0
6;Brysselin;B-ORG;0
7;Exposition;I-ORG;0
8;Internationalessa;I-ORG;0
9;.;0;0
1;Nämä;0;0
2;muodostivat;0;0
3;eräänlaisen;0;0
4;ydinryhmän;0;0
5;,;0;0
6;joka;0;0
7;julkaisi;0;0
8;1928;B-DATE;B-DATE
9;-;0;0
10;1929;I-DATE;B-DATE
11;Quosego-lehteä;B-WORK;0
12;.;0;0
1;Kansakunta-;0;0
2;ja;0;0
3;heimokäsitysten;0;0
4;luominen;0;0
5;ja;0;0
6;niiden;0;0
7;vahvistaminen;0;0
8;olivat;0;0
9;Suomessa;B-LOC;0
10;1900-luvun;B-DATE;0
11;suuria;0;0
12;yhdistäviä;0;0
13;teemoja;0;0
14;.;0;0
1;Hän;0;0
2;teki;0;0
3;monia;0;0
4;valtakunnallisesti;0;0
5;merkittäviä;0;0
6;muistomerkkejä;0;0
7;.;0;0
1;Taideopinnot;0;0
2;ja;0;0
3;taiteellinen;0;0
4;kunnianhimo;0;0
5;puolestaan;0;0
6;kehittivät;0;0
7;hänestä;0;0
8;erittäin;0;0
9;taitavan;0;0
10;kuvittajan;0;0
11;.;0;0
1;Aikanaan;0;0
2;huomiota;0;0
3;herätti;0;0
4;muun;0;0
5;muassa;0;0
6;Ernst;B-PER;0
7;Nevanlinnan;I-PER;0
8;hautaveistos;0;0
9;Semper;B-WORK;0
10;Excelsior;I-WORK;0
11;(;0;0
12;1934;B-DATE;0
13;);0;0
14;.;0;0
1;Kansallispukuinen;0;0
2;Suomi-neito;B-PER;0
3;ja;0;0
4;työtään;0;0
5;tekevä;0;0
6;,;0;0
7;nöyrä;0;0
8;kansalainen;0;0
9;olivat;0;0
10;Martta;B-PER;0
11;Wendelinin;I-PER;0
12;kuvaston;0;0
13;päähenkilöitä;0;0
14;.;0;0
1;Porvoon-vuosiin;B-LOC;0
2;liittyy;0;0
3;suurena;0;0
4;tapahtumana;0;0
5;tutustuminen;0;0
6;ja;0;0
7;työskentely;0;0
8;yhdessä;0;0
9;kunnioitetun;0;0
10;mestarin;0;0
11;Akseli;B-PER;0
12;Gallen-Kallelan;I-PER;0
13;kanssa;0;0
14;;0;0
15;he;0;0
16;tekivät;0;0
17;yhdessä;0;0
18;kuvituksen;0;0
19;V;B-PER;0
20;.;0;0
21;A.;0;0
22;Koskenniemen;I-PER;0
23;Elegioihin;0;0
24;.;0;0
1;Ensimmäinen;0;0
2;niistä;0;0
3;ilmestyi;0;0
4;1931;B-DATE;0
5;ja;0;0
6;viimeinen;0;0
7;1962;B-DATE;0
8;.;0;0
1;Johanna;B-PER;0
2;Sofia;I-PER;0
3;eli;0;0
4;Hanna;B-PER;0
5;Rönnberg;I-PER;0
6;opiskeli;0;0
7;1875;B-DATE;B-DATE
8;-;0;0
9;1881;I-DATE;B-DATE
10;Suomen;B-ORG;B-LOC
11;Taideyhdistyksen;I-ORG;0
12;piirustuskoulussa;I-ORG;0
13;,;0;0
14;1881;B-DATE;B-DATE
15;-;0;0
16;1885;I-DATE;B-DATE
17;Tukholman;B-ORG;B-LOC
18;Taideakatemiassa;I-ORG;0
19;ja;0;0
20;sittemmin;0;0
21;moneen;0;0
22;otteeseen;0;0
23;Pariisissa;B-LOC;0
24;,;0;0
25;Académie;B-ORG;0
26;Julianissa;I-ORG;0
27;(;0;0
28;1887;B-DATE;B-DATE
29;-;0;0
30;1889;I-DATE;B-DATE
31;);0;0
32;ja;0;0
33;Académie;B-ORG;0
34;Colarossissa;I-ORG;0
35;(;0;0
36;muun;0;0
37;muassa;0;0
38;1891;B-DATE;0
39;,;0;0
40;1893;B-DATE;0
41;,;0;0
42;1895;B-DATE;0
43;ja;0;0
44;1900;B-DATE;0
45;);0;0
46;.;0;0
1;Saarinen;B-PER;0
2;ystävystyi;0;0
3;myös;0;0
4;Hyvinkäällä;B-LOC;0
5;asuvan;0;0
6;Sallisen;B-PER;0
7;kanssa;0;0
8;,;0;0
9;mutta;0;0
10;tämän;0;0
11;1930-;B-DATE;0
12;tai;0;0
13;1940-luvun;B-DATE;0
14;tuotannolla;0;0
15;ei;0;0
16;ollut;0;0
17;hänelle;0;0
18;enää;0;0
19;merkitystä;0;0
20;.;0;0
1;Nainen;0;0
2;on;0;0
3;rajautunut;0;0
4;tiukasti;0;0
5;kodin;0;0
6;sisään;0;0
7;,;0;0
8;useimmiten;0;0
9;istuu;0;0
10;tuvassa;0;0
11;uunin;0;0
12;lähellä;0;0
13;,;0;0
14;etäämmäs;0;0
15;pihapiiristä;0;0
16;hän;0;0
17;ei;0;0
18;juuri;0;0
19;liiku;0;0
20;.;0;0
1;Wendelin;B-PER;0
2;ei;0;0
3;jättänyt;0;0
4;taiteentekemistä;0;0
5;kuvittajantyöstään;0;0
6;huolimatta;0;0
7;ja;0;0
8;piti;0;0
9;myös;0;0
10;näyttelyitä;0;0
11;,;0;0
12;vaikkakin;0;0
13;harvakseen;0;0
14;.;0;0
1;Perinteisiä;0;0
2;arvoja;0;0
3;ja;0;0
4;siveellistä;0;0
5;uudistusta;0;0
6;edistivät;0;0
7;monet;0;0
8;joukkoliikkeet;0;0
9;ja;0;0
10;järjestöt;0;0
11;.;0;0
1;Perhe;0;0
2;asui;0;0
3;myöhemmin;0;0
4;Kotkassa;B-LOC;0
5;,;0;0
6;mutta;0;0
7;tytär;0;0
8;lähetettiin;0;0
9;seitsenvuotiaana;0;0
10;Helsinkiin;B-LOC;0
11;kouluun;0;0
12;.;0;0
1;Yli;B-DATE;0
2;30;0;0
3;vuoden;I-DATE;0
4;aikana;0;0
5;suomalaiset;0;0
6;jakoivat;0;0
7;juuri;0;0
8;herkimmässä;0;0
9;ja;0;0
10;vastaanottavimmassa;0;0
11;iässään;0;0
12;saman;0;0
13;kuvamaailman;0;0
14;.;0;0
1;Weckström;B-PER;0
2;oli;0;0
3;käynyt;0;0
4;koulunsa;0;0
5;Bertel;B-PER;0
6;Gardbergin;I-PER;0
7;ehdottoman;0;0
8;osaamisen;0;0
9;ja;0;0
10;tinkimättömyyden;0;0
11;vaatimuksin;0;0
12;,;0;0
13;minkä;0;0
14;seurauksena;0;0
15;jokaisessa;0;0
16;korussa;0;0
17;on;0;0
18;oltava;0;0
19;mukana;0;0
20;koko;0;0
21;persoonallisuus;0;0
22;tai;0;0
23;koko;0;0
24;työn;0;0
25;luonne;0;0
26;on;0;0
27;ymmärtämättä;0;0
28;.;0;0
1;Strindbergillä;B-PER;0
2;pidetyssä;0;0
3;näyttelyssä;0;0
4;1954;B-DATE;0
5;oli;0;0
6;esillä;0;0
7;piirustuksia;0;0
8;,;0;0
9;kuvituksia;0;0
10;ja;0;0
11;maalauksia;0;0
12;.;0;0
1;Kulttuuri;0;0
2;oli;0;0
3;merkittävä;0;0
4;väline;0;0
5;kansan;0;0
6;yhdistämispyrkimyksissä;0;0
7;.;0;0
1;Martta;B-PER;0
2;Wendelinin;I-PER;0
3;kirjankuvituksia;0;0
4;ja;0;0
5;-kansia;0;0
6;on;0;0
7;kartoitettu;0;0
8;miltei;0;0
9;400;0;0
10;.;0;0
1;Kuvastossa;0;0
2;yksityinen;0;0
3;voittaa;0;0
4;aina;0;0
5;julkisen;0;0
6;,;0;0
7;ja;0;0
8;näin;0;0
9;pääsiäinen;0;0
10;,;0;0
11;joulu;0;0
12;tai;0;0
13;vaikkapa;0;0
14;vuoden;0;0
15;uusi;0;0
16;sato;0;0
17;ohittavat;0;0
18;suuretkin;0;0
19;valtiolliset;0;0
20;tapahtumat;0;0
21;,;0;0
22;sotien;0;0
23;synnyt;0;0
24;tai;0;0
25;rauhojen;0;0
26;solmimiset;0;0
27;.;0;0
1;Eri;0;0
2;virtaukset;0;0
3;kubismista;0;0
4;surrealismiin;0;0
5;kiinnostivat;0;0
6;nuorta;0;0
7;taiteilijaa;0;0
8;.;0;0
1;Aihe;0;0
2;oli;0;0
3;lehtikuvaajalle;0;0
4;tuttu;0;0
5;&quot;0;0
6;Suomalainen;0;0
7;arkipäivä;0;0
8;&quot;0;0
9;.;0;0
1;Kuvitustyöt;0;0
2;veivät;0;0
3;luonnollisesti;0;0
4;häneltä;0;0
5;nuoruuden;0;0
6;lupaavina;0;0
7;vuosina;0;0
8;aikaa;0;0
9;vapaan;0;0
10;taiteen;0;0
11;tekemiseltä;0;0
12;.;0;0
1;Vuosien;0;0
2;varrella;0;0
3;hän;0;0
4;oli;0;0
5;pitänyt;0;0
6;säntillisesti;0;0
7;yllä;0;0
8;kirje-;0;0
9;ja;0;0
10;leikearkistoa;0;0
11;,;0;0
12;ja;0;0
13;niihin;0;0
14;tukeutuen;0;0
15;hän;0;0
16;kirjoitti;0;0
17;1950-luvun;B-DATE;0
18;alussa;0;0
19;kaksi;0;0
20;muistelmateosta;0;0
21;.;0;0
1;Silloin;0;0
2;tärkeimmät;0;0
3;asiat;0;0
4;maalataan;0;0
5;pienin;0;0
6;vedoin;0;0
7;.;0;0
1;Konsertti;0;0
2;oli;0;0
3;samalla;0;0
4;tunnustus;0;0
5;suomalaiselle;0;0
6;säveltaiteelle;0;0
7;.;0;0
1;Kaikki;0;0
2;kolme;0;0
3;laulajaa;0;0
4;tekivät;0;0
5;ajalle;0;0
6;tyypillisen;0;0
7;aluevaltauksen;0;0
8;ja;0;0
9;esiintyivät;0;0
10;ahkerasti;0;0
11;erilaisissa;0;0
12;iskelmäelokuvissa;0;0
13;,;0;0
14;joita;0;0
15;valmistui;0;0
16;erityisesti;0;0
17;1959;B-DATE;B-DATE
18;-;0;0
19;1966;I-DATE;B-DATE
20;.;0;0
1;Pariisi;B-LOC;0
2;oli;0;0
3;keskeinen;0;0
4;suomalaistaiteilijoiden;0;0
5;opiskelukaupunki;0;0
6;:;0;0
7;1870;B-DATE;B-DATE
8;-;0;0
9;1880-luvulla;I-DATE;B-DATE
10;sinne;0;0
11;kerääntyi;0;0
12;lähes;0;0
13;koko;0;0
14;maan;0;0
15;nuori;0;0
16;taiteilijapolvi;0;0
17;,;0;0
18;joka;0;0
19;piti;0;0
20;tiivisti;0;0
21;yhtä;0;0
22;.;0;0
1;Ferdinandin;B-PER;0
2;tyttären;0;0
3;Saga;B-PER;0
4;Trudsoen;I-PER;0
5;mukaan;0;0
6;Fanni;B-PER;0
7;oli;0;0
8;perhettä;0;0
9;koossapitävä;0;0
10;voima;0;0
11;,;0;0
12;jonka;0;0
13;ansiosta;0;0
14;perheen;0;0
15;arkielämä;0;0
16;rullasi;0;0
17;eteenpäin;0;0
18;.;0;0
1;Peldanin;B-PER;0
2;kuollessa;0;0
3;Hannelius;B-PER;0
4;oli;0;0
5;jo;0;0
6;hänen;0;0
7;vävynsä;0;0
8;,;0;0
9;ja;0;0
10;piispa;0;0
11;lienee;0;0
12;hyväksynyt;0;0
13;vainajan;0;0
14;suunnitelman;0;0
15;,;0;0
16;mutta;0;0
17;asiaa;0;0
18;ei;0;0
19;ratkaistu;0;0
20;näin;0;0
21;yksinkertaisesti;0;0
22;;0;0
23;suuripalkkaisesta;0;0
24;Ilmajoen;B-LOC;0
25;kirkkoherran;0;0
26;virasta;0;0
27;oli;0;0
28;kamppailtu;0;0
29;ennenkin;0;0
30;ankarasti;0;0
31;.;0;0
1;Suomen;B-ORG;B-LOC
2;Kansallisteatterissa;I-ORG;0
3;nähtiin;0;0
4;keväällä;B-DATE;0
5;1909;I-DATE;0
6;ensimmäiset;0;0
7;Edvard;B-PER;0
8;Fazerin;I-PER;0
9;järjestämät;0;0
10;oopperanäytännöt;0;0
11;,;0;0
12;joissa;0;0
13;tenoripääosat;0;0
14;lauloi;0;0
15;Sola;B-PER;0
16;.;0;0
1;Tauron;B-PER;0
2;säveltäjäntyö;0;0
3;vaikutti;0;0
4;erityisesti;0;0
5;Lilla;B-ORG;0
6;teaternin;I-ORG;0
7;musiikkiperinteisiin;0;0
8;1955;B-DATE;B-DATE
9;-;0;0
10;1967;I-DATE;B-DATE
11;.;0;0
1;Wäinö;B-PER;0
2;Sola;I-PER;0
3;aloitti;0;0
4;taiteilijanuransa;0;0
5;puhenäyttämöllä;0;0
6;ja;0;0
7;siirtyi;0;0
8;vähitellen;0;0
9;ooppera-;0;0
10;ja;0;0
11;konserttilavoille;0;0
12;.;0;0
1;Suomen;B-ORG;0
2;Laulun;I-ORG;0
3;jokavuotisessa;0;0
4;Matteus-passiossa;B-WORK;0
5;Sola;B-PER;0
6;lauloi;0;0
7;Evankelistan;0;0
8;osuuden;0;0
9;neljän;B-DATE;0
10;vuosikymmenen;0;0
11;ajan;I-DATE;0
12;.;0;0
1;Taustaltaan;0;0
2;Torenbergit;B-PER;0
3;ovat;0;0
4;satakuntalaisia;0;0
5;.;0;0
1;Wäinö;B-PER;0
2;Sundberg;I-PER;0
3;oppi;0;0
4;kansakoulussa;0;0
5;laulamaan;0;0
6;nuoteista;0;0
7;,;0;0
8;mistä;0;0
9;hänelle;0;0
10;oli;0;0
11;myöhemmässä;0;0
12;ammatissaan;0;0
13;korvaamatonta;0;0
14;hyötyä;0;0
15;.;0;0
1;Isän;0;0
2;kuoltua;0;0
3;1816;B-DATE;0
4;viisilapsinen;0;0
5;perhe;0;0
6;eli;0;0
7;vuosikaudet;0;0
8;lähinnä;0;0
9;sukulaisten;0;0
10;tuen;0;0
11;ja;0;0
12;pienen;0;0
13;eläkkeen;0;0
14;turvin;0;0
15;.;0;0
1;Onnellista;0;0
2;perhe-elämää;0;0
3;järkytti;0;0
4;kolme;0;0
5;kuolemantapausta;0;0
6;lyhyen;0;0
7;ajan;0;0
8;sisällä;0;0
9;:;0;0
10;Sirkka-tytär;B-PER;0
11;menehtyi;0;0
12;tammikuussa;B-DATE;0
13;1940;I-DATE;0
14;keuhkotautiin;0;0
15;ja;0;0
16;molemmat;0;0
17;pojat;0;0
18;,;0;0
19;Pentti;B-PER;0
20;ja;0;0
21;Jaakko;B-PER;0
22;,;0;0
23;kaatuivat;0;0
24;samana;0;0
25;vuonna;0;0
26;talvisodassa;B-EVT;0
27;.;0;0
1;Salmenhaara;B-PER;0
2;oli;0;0
3;suosittu;0;0
4;esitelmöitsijä;0;0
5;ja;0;0
6;keskustelija;0;0
7;myös;0;0
8;yleistajuisemmilla;0;0
9;foorumeilla;0;0
10;,;0;0
11;kuten;0;0
12;Yleisradiossa;B-ORG;0
13;.;0;0
1;Hänen;0;0
2;ulkoinen;0;0
3;olemuksensa;0;0
4;oli;0;0
5;vaikuttava;0;0
6;:;0;0
7;pitkä;0;0
8;,;0;0
9;lihaksikas;0;0
10;,;0;0
11;suoraryhtinen;0;0
12;mies;0;0
13;,;0;0
14;jonka;0;0
15;veistokselliset;0;0
16;kasvot;0;0
17;henkivät;0;0
18;lavalla;0;0
19;tyyntä;0;0
20;rauhaa;0;0
21;ja;0;0
22;arvokkuutta;0;0
23;.;0;0
1;Rauno;B-PER;0
2;Lehtisen;I-PER;0
3;isä;0;0
4;oli;0;0
5;tamperelainen;0;0
6;faktori;0;0
7;ja;0;0
8;amatööriviulisti;0;0
9;.;0;0
1;Hän;0;0
2;hankkiutui;0;0
3;kahdeksi;0;0
4;vuodeksi;0;0
5;rautateiden;0;0
6;palvelukseen;0;0
7;Valkeasaaren;B-LOC;0
8;asemalle;0;0
9;,;0;0
10;jossa;0;0
11;eräs;0;0
12;hänen;0;0
13;sukulaisensa;0;0
14;toimi;0;0
15;asemapäällikkönä;0;0
16;.;0;0
1;Tyttäretkin;0;0
2;voivat;0;0
3;saada;0;0
4;musiikkiopetusta;0;0
5;,;0;0
6;mutta;0;0
7;eivät;0;0
8;ammattia;0;0
9;tai;0;0
10;edes;0;0
11;esiintymismahdollisuuksia;0;0
12;.;0;0
1;Viipurissa;B-LOC;0
2;Sundberg;B-PER;0
3;aloitti;0;0
4;säännölliset;0;0
5;laulutunnit;0;0
6;Sofia;B-PER;0
7;Roihan;I-PER;0
8;opastuksella;0;0
9;.;0;0
1;Hän;0;0
2;hankki;0;0
3;toimeentulonsa;0;0
4;1916;B-DATE;B-DATE
5;-;0;0
6;1917;I-DATE;B-DATE
7;Helsingin;B-ORG;B-LOC
8;kaupunginorkesterin;I-ORG;0
9;sellistinä;0;0
10;ja;0;0
11;1917;B-DATE;B-DATE
12;-;0;0
13;1919;I-DATE;B-DATE
14;Helsingin;B-ORG;B-LOC
15;musiikkiopiston;I-ORG;0
16;sellonsoiton;0;0
17;opettajana;0;0
18;sekä;0;0
19;ravintola-;0;0
20;ja;0;0
21;teatterimuusikkona;0;0
22;.;0;0
1;Carl;B-PER;0
2;Torenberg;I-PER;0
3;oli;0;0
4;tunnetuimpia;0;0
5;ja;0;0
6;kansainvälisimpiä;0;0
7;mestareita;0;0
8;,;0;0
9;sillä;0;0
10;hän;0;0
11;oleskeli;0;0
12;ainakin;0;0
13;viidessä;0;0
14;Euroopan;B-LOC;0
15;maassa;0;0
16;.;0;0
1;Häneltä;0;0
2;jäi;0;0
3;kesken;0;0
4;jo;0;0
5;aloitettu;0;0
6;sinfonia;0;0
7;ja;0;0
8;suunniteltu;0;0
9;baletti;0;0
10;.;0;0
1;Säveltäjän;0;0
2;uran;0;0
3;rinnalla;0;0
4;hänellä;0;0
5;oli;0;0
6;koko;0;0
7;ajan;0;0
8;myös;0;0
9;akateeminen;0;0
10;ura;0;0
11;Helsingin;B-ORG;B-LOC
12;yliopistossa;I-ORG;0
13;.;0;0
1;Millä;0;0
2;kielellä;0;0
3;ne;0;0
4;laulettiin;0;0
5;,;0;0
6;ei;0;0
7;liioin;0;0
8;selviä;0;0
9;lähteistä;0;0
10;.;0;0
1;Niiden;0;0
2;lomassa;0;0
3;Sola;B-PER;0
4;teki;0;0
5;opintomatkoja;0;0
6;Eurooppaan;B-LOC;0
7;hioakseen;0;0
8;tekniikkaansa;0;0
9;muun;0;0
10;muassa;0;0
11;Berliinissä;B-LOC;0
12;Ettore;B-PER;0
13;Gandolfin;I-PER;0
14;ja;0;0
15;Milanossa;B-LOC;0
16;Michele;B-PER;0
17;Wigleyn;I-PER;0
18;johdolla;0;0
19;.;0;0
1;Sitä;0;0
2;ovat;0;0
3;leimanneet;0;0
4;hedelmälliset;0;0
5;yhteistyökumppanuudet;0;0
6;,;0;0
7;uteliaisuus;0;0
8;erilaisia;0;0
9;tehtäviä;0;0
10;kohtaan;0;0
11;ja;0;0
12;–;0;0
13;laajemmin;0;0
14;ottaen;0;0
15;–;0;0
16;populaari-;0;0
17;ja;0;0
18;korkeakulttuurin;0;0
19;välisten;0;0
20;raja-aitojen;0;0
21;kyseenalaistamiset;0;0
22;.;0;0
1;Hän;0;0
2;kirjoitti;0;0
3;lukuisia;0;0
4;teoksia;0;0
5;ja;0;0
6;tutkielmia;0;0
7;sekä;0;0
8;musiikin;0;0
9;historian;0;0
10;että;0;0
11;teorian;0;0
12;alalta;0;0
13;.;0;0
1;Voidaan;0;0
2;siis;0;0
3;olettaa;0;0
4;,;0;0
5;että;0;0
6;Salmenhaarankin;B-PER;0
7;teokset;0;0
8;odottavat;0;0
9;löytämistään;0;0
10;.;0;0
1;Emmy;B-PER;0
2;Achté;I-PER;0
3;luopui;0;0
4;Helsingin;B-ORG;B-LOC
5;Konservatorion;I-ORG;0
6;plastiikka-;0;0
7;ja;0;0
8;oopperaluokan;0;0
9;ohjaajan;0;0
10;tehtävistä;0;0
11;1923;B-DATE;0
12;,;0;0
13;minkä;0;0
14;jälkeen;0;0
15;Sola;B-PER;0
16;hoiti;0;0
17;virkaa;0;0
18;26;B-DATE;0
19;vuotta;I-DATE;0
20;.;0;0
1;Tämä;0;0
2;1700-luvun;B-DATE;0
3;Suomessa;B-LOC;0
4;vallinnut;0;0
5;suunta;0;0
6;pyrki;0;0
7;osoittamaan;0;0
8;Raamatun;B-WORK;0
9;ilmoituksen;0;0
10;kaikin;0;0
11;puolin;0;0
12;järjenmukaiseksi;0;0
13;,;0;0
14;joten;0;0
15;sitä;0;0
16;voitiin;0;0
17;tukea;0;0
18;luontoa;0;0
19;tarkkailemalla;0;0
20;ja;0;0
21;loogisin;0;0
22;päätelmin;0;0
23;.;0;0
1;Toinen;0;0
2;sävellyskonsertti;0;0
3;seurasi;0;0
4;1919;B-DATE;0
5;,;0;0
6;kolmas;0;0
7;1920;B-DATE;0
8;,;0;0
9;neljäs;0;0
10;1922;B-DATE;0
11;,;0;0
12;viides;0;0
13;1924;B-DATE;0
14;ja;0;0
15;kuudes;0;0
16;1925;B-DATE;0
1;Yhtiön;0;0
2;kautta;0;0
3;avautui;0;0
4;ovi;0;0
5;kansainvälisille;0;0
6;markkinoille;0;0
7;etenkin;0;0
8;ruotsalaisen;0;0
9;kollegan;0;0
10;Stig;B-PER;0
11;Anderssonin;I-PER;0
12;,;0;0
13;myöhemmin;0;0
14;Abban;B-ORG;0
15;tuottajana;0;0
16;ansioituneen;0;0
17;äänilevymogulin;0;0
18;avulla;0;0
19;.;0;0
1;Hän;0;0
2;kasvatti;0;0
3;ja;0;0
4;opetti;0;0
5;lapsensa;0;0
6;esiintyviksi;0;0
7;muusikoiksi;0;0
8;.;0;0
1;Hänet;0;0
2;on;0;0
3;nimetty;0;0
4;Suomen;B-LOC;0
5;ensimmäiseksi;0;0
6;varsinaiseksi;0;0
7;musiikkikriitikoksi;0;0
8;.;0;0
1;Laulajanuransa;0;0
2;päätyttyäkin;0;0
3;Laila;B-PER;0
4;Kinnunen;I-PER;0
5;pysyi;0;0
6;pitkään;0;0
7;lehdistön;0;0
8;kestojulkkiksena;0;0
9;,;0;0
10;jonka;0;0
11;romansseja;0;0
12;,;0;0
13;eroja;0;0
14;ja;0;0
15;avioliittoja;0;0
16;käsiteltiin;0;0
17;yhä;0;0
18;skandaalimaisemmin;0;0
19;.;0;0
1;Hän;0;0
2;on;0;0
3;ollut;0;0
4;yhdessä;0;0
5;Hortto;B-PER;0
6;Kaalon;I-PER;0
7;kanssa;0;0
8;avaamassa;0;0
9;omalla;0;0
10;esimerkillään;0;0
11;tietä;0;0
12;uusille;0;0
13;romanimuusikoille;0;0
14;ja;0;0
15;-taiteilijoille;0;0
16;.;0;0
1;Italialaisesta;0;0
2;koulutytöstä;0;0
3;kertova;0;0
4;Lazzarella;B-WORK;0
5;oli;0;0
6;hänen;0;0
7;ensilevynsä;0;0
8;ja;0;0
9;läpimurtonsa;0;0
10;1957;B-DATE;0
11;.;0;0
1;Hanneliuksen;B-PER;0
2;yliopistoura;0;0
3;päättyi;0;0
4;kuitenkin;0;0
5;jo;0;0
6;1747;B-DATE;0
7;,;0;0
8;kun;0;0
9;hänet;0;0
10;papiksi;0;0
11;vihittynä;0;0
12;määrättiin;0;0
13;Ilmajoen;0;0
14;kirkkoherraksi;0;0
15;siirtyneen;0;0
16;Gabriel;B-PER;0
17;Peldanin;I-PER;0
18;apulaiseksi;0;0
19;.;0;0
1;Siinä;0;0
2;säveltäjä;0;0
3;jätti;0;0
4;lopulliset;0;0
5;jäähyväiset;0;0
6;atonaalisuudelle;0;0
7;.;0;0
1;Ohjelmassa;0;0
2;oli;0;0
3;tosin;0;0
4;turvallisesti;0;0
5;Yrjö;B-PER;0
6;Kilpistä;I-PER;0
7;,;0;0
8;Jean;B-PER;0
9;Sibeliusta;I-PER;0
10;,;0;0
11;Musorgskia;B-PER;0
12;ja;0;0
13;Sergei;B-PER;0
14;Rahmaninovia;I-PER;0
15;.;0;0
1;Jazzmuusikkona;0;0
2;Sarmanto;B-PER;0
3;aloitti;0;0
4;Esa;B-PER;0
5;Pethmanin;I-PER;0
6;yhtyeen;0;0
7;pianistina;0;0
8;1962;B-DATE;0
9;,;0;0
10;jatkoi;0;0
11;Chrisse;B-PER;0
12;Schwindtin;I-PER;0
13;yhtyeessä;0;0
14;ja;0;0
15;on;0;0
16;johtanut;0;0
17;sen;0;0
18;jälkeen;0;0
19;omia;0;0
20;kokoonpanojaan;0;0
21;,;0;0
22;joiden;0;0
23;ydinjoukkoa;0;0
24;ovat;0;0
25;olleet;0;0
26;hänen;0;0
27;veljensä;0;0
28;,;0;0
29;basisti;0;0
30;Pekka;B-PER;0
31;Sarmanto;I-PER;0
32;,;0;0
33;saksofonisti;0;0
34;Pekka;B-PER;0
35;Pöyry;I-PER;0
36;ja;0;0
37;rumpali;0;0
38;Reino;B-PER;0
39;Laine;I-PER;0
40;.;0;0
1;Saarnoissaan;0;0
2;Hannelius;B-PER;0
3;korosti;0;0
4;virrenveisuun;0;0
5;arvoa;0;0
6;,;0;0
7;samoin;0;0
8;1784;B-DATE;0
9;Pohjanmaan;B-ORG;0
10;papiston;I-ORG;0
11;synodaalikokouksessa;0;0
12;Kokkolassa;B-LOC;0
13;,;0;0
14;jossa;0;0
15;hän;0;0
16;päätteli;0;0
17;,;0;0
18;että;0;0
19;musiikin;0;0
20;lahja;0;0
21;oli;0;0
22;suotu;0;0
23;ihmiselle;0;0
24;nimenomaan;0;0
25;Luojan;B-PER;0
26;ylistämiseksi;0;0
27;.;0;0
1;Samalla;0;0
2;hän;0;0
3;lauloi;0;0
4;Helsingin;B-ORG;B-ORG
5;Työväenyhdistyksen;0;I-ORG
6;sekakuorossa;I-ORG;0
7;,;0;0
8;toimi;0;0
9;kuoron;0;0
10;varajohtajana;0;0
11;ja;0;0
12;johtajana;0;0
13;sekä;0;0
14;hankki;0;0
15;lisätuloja;0;0
16;ravintola-;0;0
17;ja;0;0
18;elokuvamuusikkona;0;0
19;.;0;0
1;Kuulan;B-PER;0
2;opettaja;0;0
3;piti;0;0
4;teosta;0;0
5;kiinnostavana;0;0
6;,;0;0
7;mutta;0;0
8;esitettäväksi;0;0
9;mahdottomana;0;0
10;,;0;0
11;jolloin;0;0
12;Kuula;B-PER;0
13;saattoi;0;0
14;todeta;0;0
15;ylpeänä;0;0
16;,;0;0
17;että;0;0
18;Heikki;B-PER;0
19;Klemetin;I-PER;0
20;johtama;0;0
21;Suomen;B-ORG;0
22;Laulu;I-ORG;0
23;oli;0;0
24;esittänyt;0;0
25;sen;0;0
26;10-vuotisjuhlakonsertissaan;B-EVT;0
27;1910;B-DATE;0
28;.;0;0
1;Vuosina;0;0
2;1911;B-DATE;B-DATE
3;-;0;0
4;1912;I-DATE;B-DATE
5;Kuula;B-PER;0
6;jatkoi;0;0
